FIPS,MSANameFull,GDP,GDPPerCapita,Population,MSACity,MSAState,City,State,geoLat,geoLng,Highway,Spur
22500,"Florence, SC",6086,29519,206172,Florence,SC,Florence,SC,34.1954331,-79.7625625,"20,95",
32780,"Medford, OR",5444,26579,204823,Medford,OR,Medford,OR,42.3265152,-122.8755949,5,
16820,"Charlottesville, VA",8691,42630,203871,Charlottesville,VA,Charlottesville,VA,38.0293059,-78.4766781,"64,81",
13380,"Bellingham, WA",8507,41771,203658,Bellingham,WA,Bellingham,WA,48.7595529,-122.4882249,5,
29140,"Lafayette, IN",7242,35570,203599,Lafayette,IN,Lafayette,IN,40.4167022,-86.8752869,1065,
29420,"Lake Havasu City-Kingman, AZ",3180,15716,202342,Lake Havasu City-Kingman,AZ,Lake Havasu City,AZ,34.483901,-114.3224548,40,
49740,"Yuma, AZ",4412,21966,200856,Yuma,AZ,Yuma,AZ,32.6926512,-114.6276916,8,
29340,"Lake Charles, LA",12204,60769,200826,Lake Charles,LA,Lake Charles,LA,30.2265949,-93.2173758,10,
27740,"Johnson City, TN",5709,28570,199825,Johnson City,TN,Johnson City,TN,36.3134397,-82.3534727,23,
40980,"Saginaw-Saginaw Township North, MI",6040,30336,199103,Saginaw-Saginaw Township North,MI,Saginaw,MI,43.4194699,-83.9508068,75,
21140,"Elkhart-Goshen, IN",8296,41699,198950,Elkhart-Goshen,IN,Elkhart,IN,41.6819935,-85.9766671,"1090,1069",
39540,"Racine, WI",5821,29790,195401,Racine,WI,Racine,WI,42.7261309,-87.7828523,94,
14020,"Bloomington, IN",5402,27815,194212,Bloomington,IN,Bloomington,IN,39.165325,-86.5263857,1069,
12020,"Athens-Clarke County, GA",5704,29506,193317,Athens-Clarke County,GA,Athens,GA,33.95,-83.3833333,1078,
24780,"Greenville, NC",5721,29692,192678,Greenville,NC,Greenville,NC,35.612661,-77.3663538,264,
41060,"St. Cloud, MN",6639,34939,190017,St. Cloud,MN,St. Cloud,MN,45.5579451,-94.1632404,94,
11340,"Anderson, SC",4106,21784,188487,Anderson,SC,Anderson,SC,34.5034394,-82.6501332,85,
40340,"Rochester, MN",8504,45325,187623,Rochester,MN,Rochester,MN,44.0234,-92.46295,"90,94",
18880,"Crestview-Fort Walton Beach-Destin, FL",8457,46089,183493,Crestview-Fort Walton Beach-Destin,FL,Crestview,FL,30.7541808,-86.5727995,10,
23580,"Gainesville, GA",5783,31591,183058,Gainesville,GA,Gainesville,GA,34.2978794,-83.8240663,85,
28740,"Kingston, NY",4096,22449,182458,Kingston,NY,Kingston,NY,41.9270367,-73.9973608,1087,
27340,"Jacksonville, NC",7328,40773,179727,Jacksonville,NC,Jacksonville,NC,34.7540524,-77.4302414,1017,
39820,"Redding, CA",4355,24495,177791,Redding,CA,Redding,CA,40.5865396,-122.3916754,5,
33740,"Monroe, LA",5656,31840,177638,Monroe,LA,Monroe,LA,32.5093109,-92.1193012,20,
20940,"El Centro, CA",3878,21904,177045,El Centro,CA,El Centro,CA,32.792,-115.5630514,8,
27900,"Joplin, MO",5153,29139,176842,Joplin,MO,Joplin,MO,37.0842271,-94.513281,"44,49",
17860,"Columbia, MO",5951,33845,175831,Columbia,MO,Columbia,MO,38.9517053,-92.3340724,70,
45460,"Terre Haute, IN",4975,28814,172659,Terre Haute,IN,Terre Haute,IN,39.4667034,-87.4139092,70,
34740,"Muskegon-Norton Shores, MI",4194,24484,171296,Muskegon-Norton Shores,MI,Muskegon,MI,43.2341813,-86.2483921,,
14060,"Bloomington-Normal, IL",8239,48309,170548,Bloomington-Normal,IL,Bloomington,IL,40.4842027,-88.9936873,55,
37460,"Panama City-Lynn Haven-Panama City Beach, FL",5628,33134,169856,Panama City-Lynn Haven-Panama City Beach,FL,Panama City,FL,30.1588129,-85.6602058,,
47940,"Waterloo-Cedar Falls, IA",7404,43996,168288,Waterloo-Cedar Falls,IA,Waterloo,IA,42.4927641,-92.3429631,,
36780,"Oshkosh-Neenah, WI",7051,42045,167701,Oshkosh-Neenah,WI,Oshkosh,WI,44.0247062,-88.5426136,41,
49700,"Yuba City, CA",3958,23632,167485,Yuba City,CA,Yuba City,CA,39.1404477,-121.6169108,,5
10180,"Abilene, TX",4831,29032,166403,Abilene,TX,Abilene,TX,32.4487364,-99.7331439,,
20100,"Dover, DE",5267,31954,164831,Dover,DE,Dover,DE,39.158168,-75.5243682,,
37700,"Pascagoula, MS",5291,32501,162795,Pascagoula,MS,Pascagoula,MS,30.3657552,-88.5561272,10,
20740,"Eau Claire, WI",5763,35431,162654,Eau Claire,WI,Eau Claire,WI,44.811349,-91.4984941,,
13980,"Blacksburg-Christiansburg-Radford, VA",4358,26823,162473,Blacksburg-Christiansburg-Radford,VA,Blacksburg,VA,37.2295733,-80.4139393,81,
37620,"Parkersburg-Marietta-Vienna, WV-OH",4778,29446,162263,Parkersburg-Marietta-Vienna,WV-OH,Parkersburg,WV,39.2667418,-81.5615135,,
39380,"Pueblo, CO",3645,22702,160559,Pueblo,CO,Pueblo,CO,38.2544472,-104.6091409,25,
39460,"Punta Gorda, FL",2863,17839,160491,Punta Gorda,FL,Punta Gorda,FL,26.9297836,-82.0453664,75,
13460,"Bend, OR",5360,33431,160330,Bend,OR,Bend,OR,44.0581728,-121.3153096,,
13740,"Billings, MT",6424,40124,160104,Billings,MT,Billings,MT,45.7832856,-108.5006904,"90,94",
27500,"Janesville, WI",4347,27152,160099,Janesville,WI,Janesville,WI,42.6827885,-89.0187222,39,
27100,"Jackson, MI",4225,26446,159760,Jackson,MI,Jackson,MI,42.245869,-84.4013462,94,
10500,"Albany, GA",4168,26429,157706,Albany,GA,Albany,GA,31.5785074,-84.155741,,
47220,"Vineland-Millville-Bridgeton, NJ",4373,27839,157082,Vineland-Millville-Bridgeton,NJ,Vineland,NJ,39.4863773,-75.0259637,,
35660,"Niles-Benton Harbor, MI",4737,30185,156932,Niles-Benton Harbor,MI,Niles,MI,41.8297694,-86.2541768,,
26980,"Iowa City, IA",6831,44104,154884,Iowa City,IA,Iowa City,IA,41.6611277,-91.5301683,"380,80",
44300,"State College, PA",5486,35455,154731,State College,PA,State College,PA,40.7933949,-77.8600012,,
10780,"Alexandria, LA",4647,30079,154493,Alexandria,LA,Alexandria,LA,31.3112936,-92.4451371,,
19460,"Decatur, AL",4118,26730,154059,Decatur,AL,Decatur,AL,34.6059253,-86.9833417,65,
12620,"Bangor, ME",4697,30545,153773,Bangor,ME,Bangor,ME,44.8011821,-68.7778138,95,
15500,"Burlington, NC",4127,26925,153278,Burlington,NC,Burlington,NC,36.0956918,-79.4377991,40,
31460,"Madera-Chowchilla, CA",3251,21258,152931,Madera-Chowchilla,CA,Madera,CA,36.9613356,-120.0607176,5,TRUE
40580,"Rocky Mount, NC",5122,33663,152155,Rocky Mount,NC,Rocky Mount,NC,35.9382103,-77.7905339,"95,1064",
33780,"Monroe, MI",3207,21159,151567,Monroe,MI,Monroe,MI,41.9164343,-83.3977101,,
27620,"Jefferson City, MO",5035,33460,150478,Jefferson City,MO,Jefferson City,MO,38.5767017,-92.1735164,,
48660,"Wichita Falls, TX",5118,34061,150260,Wichita Falls,TX,Wichita Falls,TX,33.9137085,-98.4933873,,
22520,"Florence-Muscle Shoals, AL",3538,24021,147288,Florence-Muscle Shoals,AL,Florence,AL,34.79981,-87.677251,,
48540,"Wheeling, WV-OH",4709,31992,147193,Wheeling,WV-OH,Wheeling,WV,40.0639616,-80.7209149,70,
24300,"Grand Junction, CO",4396,29887,147087,Grand Junction,CO,Grand Junction,CO,39.0638705,-108.5506486,70,
20020,"Dothan, AL",3889,26534,146567,Dothan,AL,Dothan,AL,31.2232313,-85.3904888,,
42140,"Santa Fe, NM",5505,37797,145646,Santa Fe,NM,Santa Fe,NM,35.6869752,-105.937799,25,
25620,"Hattiesburg, MS",4331,29778,145443,Hattiesburg,MS,Hattiesburg,MS,31.3271189,-89.2903392,,
43580,"Sioux City, IA-NE-SD",5334,37024,144069,Sioux City,IA-NE-SD,Sioux City,IA,42.4999942,-96.4003069,,
47580,"Warner Robins, GA",4835,33596,143916,Warner Robins,GA,Warner Robins,GA,32.6086111,-83.6380556,75,
27780,"Johnstown, PA",3471,24149,143733,Johnstown,PA,Johnstown,PA,40.3267407,-78.9219698,,
12220,"Auburn-Opelika, AL",3380,23562,143451,Auburn-Opelika,AL,Auburn,AL,32.6098566,-85.4807825,,
19140,"Dalton, GA",4600,32225,142746,Dalton,GA,Dalton,GA,34.7698021,-84.9702228,75,
46660,"Valdosta, GA",3773,26515,142297,Valdosta,GA,Valdosta,GA,30.8327022,-83.2784851,75,
41100,"St. George, UT",3133,22116,141662,St. George,UT,St. George,UT,37.0952778,-113.5780556,15,
17660,"Coeur d'Alene, ID",3809,26989,141132,Coeur d'Alene,ID,Coeur d'Alene,ID,47.6776832,-116.7804664,90,
33260,"Midland, TX",13404,95531,140310,Midland,TX,Midland,TX,31.9973456,-102.0779146,,
36220,"Odessa, TX",6078,43381,140107,Odessa,TX,Odessa,TX,31.8456816,-102.3676431,,
42680,"Sebastian-Vero Beach, FL",3541,25492,138906,Sebastian-Vero Beach,FL,Sebastian,FL,27.816415,-80.4706078,95,
34900,"Napa, CA",5868,42492,138097,Napa,CA,Napa,CA,38.2975381,-122.286865,1029,80
44220,"Springfield, OH",3086,22415,137676,Springfield,OH,Springfield,OH,39.9242266,-83.8088171,70,
34100,"Morristown, TN",3090,22473,137498,Morristown,TN,Morristown,TN,36.2139814,-83.2948922,81,
45500,"Texarkana, TX-AR",4016,29407,136566,Texarkana,TX-AR,Texarkana,TX,33.425125,-94.0476882,,
12980,"Battle Creek, MI",4133,30504,135490,Battle Creek,MI,Battle Creek,MI,42.3211522,-85.1797142,94,
22380,"Flagstaff, AZ",4198,31210,134508,Flagstaff,AZ,Flagstaff,AZ,35.2013516,-111.639249,"17,40",
29100,"La Crosse, WI-MN",5028,37384,134496,La Crosse,WI-MN,La Crosse,WI,43.8013556,-91.2395807,94,
48140,"Wausau, WI",5069,37717,134396,Wausau,WI,Wausau,WI,44.9591352,-89.6301221,,
30140,"Lebanon, PA",3423,25482,134330,Lebanon,PA,Lebanon,PA,40.3409251,-76.4113497,,
34060,"Morgantown, WV",5291,40005,132258,Morgantown,WV,Morgantown,WV,39.629526,-79.9558968,70,
26820,"Idaho Falls, ID",3576,27078,132063,Idaho Falls,ID,Idaho Falls,ID,43.4916514,-112.0339645,15,
11300,"Anderson, IN",2749,20947,131236,Anderson,IN,Anderson,IN,40.1053196,-85.6802541,,
38340,"Pittsfield, MA",4597,35241,130445,Pittsfield,MA,Pittsfield,MA,42.4500845,-73.2453824,,1090
31740,"Manhattan, KS",5499,42220,130246,Manhattan,KS,Manhattan,KS,39.1836082,-96.5716694,70,
49020,"Winchester, VA-WV",4545,34941,130076,Winchester,VA-WV,Winchester,VA,39.1856597,-78.1633341,,
24020,"Glens Falls, NY",3528,27347,129009,Glens Falls,NY,Glens Falls,NY,43.3095164,-73.6440058,1087,
39660,"Rapid City, SD",4460,34742,128375,Rapid City,SD,Rapid City,SD,44.0805434,-103.2310149,90,
22140,"Farmington, NM",4945,38570,128208,Farmington,NM,Farmington,NM,36.7280583,-108.2186856,,
14540,"Bowling Green, KY",3902,30582,127591,Bowling Green,KY,Bowling Green,KY,36.9903199,-86.4436018,,
41140,"St. Joseph, MO-KS",3981,31205,127576,St. Joseph,MO-KS,St. Joseph,MO,39.757944,-94.836541,29,
30860,"Logan, UT-ID",3253,25503,127554,Logan,UT-ID,Logan,UT,41.7369803,-111.8338359,,15
11020,"Altoona, PA",3682,28969,127101,Altoona,PA,Altoona,PA,40.5186809,-78.3947359,,
25500,"Harrisonburg, VA",5513,43560,126561,Harrisonburg,VA,Harrisonburg,VA,38.4495688,-78.8689155,,64
30020,"Lawton, OK",4154,33019,125806,Lawton,OK,Lawton,OK,34.6035669,-98.3959291,,
41540,"Salisbury, MD",3616,28806,125529,Salisbury,MD,Salisbury,MD,38.3606736,-75.5993692,,
24140,"Goldsboro, NC",3555,28740,123695,Goldsboro,NC,Goldsboro,NC,35.3848841,-77.9927651,,95
31900,"Mansfield, OH",3200,25911,123500,Mansfield,OH,Mansfield,OH,40.75839,-82.5154471,,
44600,"Steubenville-Weirton, OH-WV",2814,22835,123232,Steubenville-Weirton,OH-WV,Steubenville,OH,40.3697905,-80.6339638,,
27860,"Jonesboro, AR",3747,30503,122840,Jonesboro,AR,Jonesboro,AR,35.8422967,-90.704279,,
21060,"Elizabethtown, KY",4860,39915,121759,Elizabethtown,KY,Elizabethtown,KY,37.7030646,-85.8649408,,
43300,"Sherman-Denison, TX",3324,27375,121425,Sherman-Denison,TX,Sherman,TX,33.6356618,-96.6088805,,
34580,"Mount Vernon-Anacortes, WA",5035,42627,118118,Mount Vernon-Anacortes,WA,Mount Vernon,WA,48.421216,-122.3340474,5,
11500,"Anniston-Oxford, AL",3196,27133,117790,Anniston-Oxford,AL,Anniston,AL,33.6598257,-85.8316318,20,
34620,"Muncie, IN",3017,25639,117672,Muncie,IN,Muncie,IN,40.1933767,-85.3863599,,
17420,"Cleveland, TN",3064,26228,116822,Cleveland,TN,Cleveland,TN,35.1595182,-84.8766115,75,
48700,"Williamsport, PA",3611,30927,116759,Williamsport,PA,Williamsport,PA,41.2411897,-77.0010786,,
47020,"Victoria, TX",5136,44185,116239,Victoria,TX,Victoria,TX,28.8052674,-97.0035982,,
27180,"Jackson, TN",4188,36291,115401,Jackson,TN,Jackson,TN,35.6145169,-88.8139469,40,
36980,"Owensboro, KY",3844,33331,115328,Owensboro,KY,Owensboro,KY,37.7719074,-87.1111676,,
43100,"Sheboygan, WI",4544,39461,115152,Sheboygan,WI,Sheboygan,WI,43.7508284,-87.71453,,41
28100,"Kankakee-Bradley, IL",2759,24266,113698,Kankakee-Bradley,IL,Kankakee,IL,41.1200325,-87.8611531,,
41660,"San Angelo, TX",3468,30567,113456,San Angelo,TX,San Angelo,TX,31.4637723,-100.4370375,,
15260,"Brunswick, GA",2812,24898,112941,Brunswick,GA,Brunswick,GA,31.1499528,-81.4914894,95,
48300,"Wenatchee-East Wenatchee, WA",3107,27631,112446,Wenatchee-East Wenatchee,WA,Wenatchee,WA,47.4234599,-120.3103494,,90
29940,"Lawrence, KS",3083,27471,112227,Lawrence,KS,Lawrence,KS,38.9716689,-95.2352501,70,
33140,"Michigan City-La Porte, IN",3124,28054,111357,Michigan City-La Porte,IN,Michigan City,IN,41.7075394,-86.8950297,"1090,94,1096",
13900,"Bismarck, ND",4634,41789,110890,Bismarck,ND,Bismarck,ND,46.8083268,-100.7837392,94,
19500,"Decatur, IL",4808,43419,110735,Decatur,IL,Decatur,IL,39.8403147,-88.9548001,72,
33540,"Missoula, MT",3849,34945,110145,Missoula,MT,Missoula,MT,46.8605189,-114.019501,90,
44940,"Sumter, SC",2779,25861,107459,Sumter,SC,Sumter,SC,33.9204354,-80.3414693,,
30340,"Lewiston-Auburn, ME",3305,30776,107389,Lewiston-Auburn,ME,Lewiston,ME,44.100351,-70.2147764,95,
13020,"Bay City, MI",2533,23645,107126,Bay City,MI,Bay City,MI,43.5944677,-83.8888647,75,
30620,"Lima, OH",3992,37627,106094,Lima,OH,Lima,OH,40.742551,-84.1052256,75,
19260,"Danville, VA",2577,24382,105693,Danville,VA,Danville,VA,36.5859718,-79.3950228,,
23460,"Gadsden, AL",2279,21845,104326,Gadsden,AL,Gadsden,AL,34.014264,-86.0066386,,
19060,"Cumberland, MD-WV",2358,22916,102898,Cumberland,MD-WV,Cumberland,MD,39.6528654,-78.7625185,,
31020,"Longview, WA",2638,25742,102478,Longview,WA,Longview,WA,46.1381676,-122.9381672,5,
22540,"Fond du Lac, WI",3262,31960,102065,Fond du Lac,WI,Fond du Lac,WI,43.7730448,-88.4470508,41,
27060,"Ithaca, NY",3284,32282,101729,Ithaca,NY,Ithaca,NY,42.4439614,-76.5018807,,
21820,"Fairbanks, AK",4355,43904,99194,Fairbanks,AK,Fairbanks,AK,64.8377778,-147.7163889,,
38220,"Pine Bluff, AR",2623,26514,98929,Pine Bluff,AR,Pine Bluff,AR,34.2284312,-92.0031955,,
29020,"Kokomo, IN",3372,34205,98582,Kokomo,IN,Kokomo,IN,40.486427,-86.1336033,,
24220,"Grand Forks, ND-MN",3551,36215,98053,Grand Forks,ND-MN,Grand Forks,ND,47.9252568,-97.0328547,29,
37380,"Palm Coast, FL",1101,11311,97339,Palm Coast,FL,Palm Coast,FL,29.5849736,-81.2078411,95,
31860,"Mankato-North Mankato, MN",3505,36059,97202,Mankato-North Mankato,MN,Mankato,MN,44.1635775,-93.9993996,,"35,90"
26300,"Hot Springs, AR",2373,24435,97115,Hot Springs,AR,Hot Springs,AR,34.5037004,-93.0551795,,
16020,"Cape Girardeau-Jackson, MO-IL",3052,31457,97021,Cape Girardeau-Jackson,MO-IL,Cape Girardeau,MO,37.3058839,-89.5181476,55,
36140,"Ocean City, NJ",3506,36295,96597,Ocean City,NJ,Ocean City,NJ,39.2776156,-74.5746001,,
40660,"Rome, GA",2731,28446,96006,Rome,GA,Rome,GA,34.257038,-85.1646726,,
20220,"Dubuque, IA",4276,45175,94654,Dubuque,IA,Dubuque,IA,42.5005583,-90.6645718,,
16940,"Cheyenne, WY",4354,46974,92690,Cheyenne,WY,Cheyenne,WY,41.1399814,-104.8202462,"80,25",
38540,"Pocatello, ID",2449,26773,91473,Pocatello,ID,Pocatello,ID,42.8713032,-112.4455344,15,
11180,"Ames, IA",3613,40297,89659,Ames,IA,Ames,IA,42.02335,-93.625622,,
21300,"Elmira, NY",2605,29324,88835,Elmira,NY,Elmira,NY,42.0897965,-76.8077338,,
18700,"Corvallis, OR",5743,66835,85928,Corvallis,OR,Corvallis,OR,44.5645659,-123.2620435,5,
24500,"Great Falls, MT",2644,32314,81822,Great Falls,MT,Great Falls,MT,47.50806,-111.295197,15,
19180,"Danville, IL",2102,25790,81504,Danville,IL,Danville,IL,40.124481,-87.6300207,72,
25980,"Hinesville-Fort Stewart, GA",3242,40225,80597,Hinesville-Fort Stewart,GA,Hinesville,GA,31.846877,-81.5959453,,95
18020,"Columbus, IN",4134,53082,77880,Columbus,IN,Columbus,IN,39.2014404,-85.9213796,,
41780,"Sandusky, OH",2672,34812,76755,Sandusky,OH,Sandusky,OH,41.4489396,-82.7079605,1090,
16220,"Casper, WY",5995,78510,76360,Casper,WY,Casper,WY,42.866632,-106.313081,,
30300,"Lewiston, ID-WA",1733,28187,61482,Lewiston,ID-WA,Lewiston,ID,46.4004089,-117.0011889,,
16180,"Carson City, NV",2378,42897,55435,Carson City,NV,Carson City,NV,39.1637984,-119.7674034,,
35600,"Helena-Butte, MT",2099,19116,109802,Helena-Butte,MT,Helena,MT,46.598624,-112.0271,"15,90",
37775,"Lake City, FL",1221,18083,67531,Lake City,FL,Lake City,FL,30.1833,-82.6333,"10,75",
