"FIPS","MSANameFull","Population","City","State","geoLat","geoLng","Highway","x","y","nearFIPS0","nearDist0","nearFIPS1","nearDist1","nearFIPS2","nearDist2","nearFIPS3","nearDist3","nearFIPS4","nearDist4","nearDrive0","nearDrive1","nearDrive2","nearDrive3","nearDrive4"
"27500","Janesville, WI","160099","Janesville","WI","42.6827885","-89.0187222","39","0.58","0.26","16980","197650","33460","554481","19820","688585","99995","1306303","12060","1448917","6962","16744","21527","34419","43793"
"88882","Monterrey, Mexico","4080329","Monterrey","Mexico","25.6667","-100.3","35","0.36","0.66","88884","446664","26420","796138","88885","866867","19100","966157","88886","1102472","18257","26239","30883","31394","32097"
"12420","Austin-Round Rock-San Marcos, TX","1783519","Austin","TX","30.267153","-97.7430608","35","0.43","0.56","41700","127892","19100","359592","26420","445357","88882","606565","88884","1053229","4666","10692","9166","21394","37940"
"48620","Wichita, KS","625540","Wichita","KS","37.6888889","-97.3361111","35","0.43","0.39","19100","590995","41180","736348","26420","975766","19740","1114004","16980","1430129","18948","22697","31005","25979","37301"
"28660","Killeen-Temple-Fort Hood, TX","411583","Killeen","TX","31.1171194","-97.7277959","35","0.432","0.544","19100","250602","26420","401526","88882","715555","88884","1162219","41180","1402300","8542","11223","25303","41849","42664"
"99994","Winnipeg, Canada","730018","Winnipeg","Canada","49.8994","-97.1392","29","0.46","0.064","33460","745635","36540","1056780","19780","1281435","33340","1360349","28140","1369237","24793","34047","36993","42546","42788"
"41140","St. Joseph, MO-KS","127576","St. Joseph","MO","39.757944","-94.836541","29","0.46","0.31","16980","1006274","19100","1014850","26420","1399621","19820","1415503","12060","1448656","27035","30004","42061","39841","45119"
"24220","Grand Forks, ND-MN","98053","Grand Forks","ND","47.9252568","-97.0328547","29","0.46","0.12","33460","512264","36540","823409","33340","1126978","28140","1135866","16980","1264395","16371","25626","34124","34366","38681"
"31180","Lubbock, TX","290011","Lubbock","TX","33.5778631","-101.8551665","27","0.35","0.45","19100","947693","26420","1332464","19740","1393805","38060","1416354","41180","1438901","18275","28997","29389","40933","44644"
"17820","Colorado Springs, CO","660323","Colorado Springs","CO","38.8338816","-104.8213634","25","0.28","0.37","19740","110111","41620","1023819","28140","1108885","29820","1331414","38060","1383424","4149","31166","29882","41955","41826"
"39380","Pueblo, CO","160559","Pueblo","CO","38.2544472","-104.6091409","25","0.28","0.38","19740","181742","28140","1180516","38060","1311793","29820","1403045","36420","1431487","6333","31749","39379","44139","30414"
"42140","Santa Fe, NM","145646","Santa Fe","NM","35.6869752","-105.937799","25","0.28","0.4","19740","636772","38060","856763","19100","1306702","40140","1373691","31100","1441311","20282","26636","34402","41523","43411"
"27740","Johnson City, TN","199825","Johnson City","TN","36.3134397","-82.3534727","23","0.72","0.4","12060","602873","47900","832668","37980","1060533","16980","1206410","35620","1220431","15353","22032","29774","33700","33872"
"13460","Bend, OR","160330","Bend","OR","44.0581728","-121.3153096","22","0.07","0.19","38900","340184","42660","626349","99991","855421","40900","1052445","41860","1197969","11524","20491","28919","25257","28309"
"12260","Augusta-Richmond County, GA-SC","561861","Augusta","GA","33.4734978","-82.0105148","20","0.74","0.49","12060","233375","47900","925296","37980","1153161","35620","1313059","33100","1380261","7897","28923","36906","41562","32252"
"43340","Shreveport-Bossier City, LA","403598","Shreveport","LA","32.5251516","-93.7501789","20","0.51","0.49","19100","321650","26420","706421","12060","999307","41180","1157235","88882","1287807","9905","14460","31019","32038","40108"
"34820","Myrtle Beach-North Myrtle Beach-Conway, SC","276347","Myrtle Beach","SC","33.6890603","-78.8866943","20","0.79","0.46","12060","597991","47900","778302","37980","1006167","35620","1166065","33100","1233267","20034","24179","32162","36818","37201"
"46220","Tuscaloosa, AL","221545","Tuscaloosa","AL","33.2098407","-87.5691735","20","0.61","0.49","12060","344040","19100","976917","45300","1125649","26420","1177979","16980","1278292","10891","29892","32664","31491","37381"
"30980","Longview, TX","216659","Longview","TX","32.5007037","-94.7404891","20","0.48","0.49","19100","217669","26420","602440","12060","1103288","88882","1183826","41180","1261216","6767","12467","34164","36970","33718"
"46340","Tyler, TX","213371","Tyler","TX","32.3512601","-95.3010624","20","0.47","0.49","19100","157198","26420","541969","88882","1123355","12060","1163759","41180","1308896","5673","12072","34786","35801","35679"
"33740","Monroe, LA","177638","Monroe","LA","32.5093109","-92.1193012","20","0.53","0.49","19100","481301","12060","839656","26420","866072","41180","997584","88882","1447458","14663","25800","19218","31101","44866"
"11500","Anniston-Oxford, AL","117790","Anniston","AL","33.6598257","-85.8316318","20","0.65","0.49","19100","1174494","16980","1287123","47900","1305134","33100","1331803","26420","1358799","35852","37435","38336","38241","37451"
"14740","Bremerton-Silverdale, WA","254626","Bremerton","WA","47.5673202","-122.6329356","16","0.03","0.11","42660","104929","99991","334001","38900","391094","14260","1081680","40900","1371091","4265","12693","9864","29682","40868"
"29820","Las Vegas-Paradise, NV","1969964","Las Vegas","NV","36.114646","-115.172816","15","0.11","0.38","40140","360640","31100","428260","41740","622889","38060","879802","41860","1132266","12122","14010","17127","16942","30064"
"99993","Calgary, Canada","1214839","Calgary","Canada","51.05","-114.0667","15","0.19","0.05","99992","296444","13740","1039232","44060","1161264","36260","1385681","41620","1447344","10386","30516","27371","43948","45657"
"99992","Edmonton, Canada","1159869","Edmonton","Canada","53.5333","-113.5","15","0.19","0.02","99993","296444","33540","1136023","13740","1335676","26820","1389484","17660","1403718","10635","35469","40337","45236","35657"
"36260","Ogden-Clearfield, UT","555923","Ogden","UT","41.223","-111.9738304","15","0.19","0.26","19740","975371","40140","1117360","31100","1184980","41860","1258375","41740","1379609","27179","34730","36619","39919","39735"
"41100","St. George, UT","141662","St. George","UT","37.0952778","-113.5780556","15","0.16","0.38","40140","558304","31100","625924","41740","820553","38060","1077466","41860","1329930","18382","20270","23386","22835","36324"
"26820","Idaho Falls, ID","132063","Idaho Falls","ID","43.4916514","-112.0339645","15","0.19","0.22","29820","1049361","19740","1268012","40900","1405492","42660","1405817","40140","1410001","31573","33619","39495","40657","43388"
"38540","Pocatello, ID","91473","Pocatello","ID","42.8713032","-112.4455344","15","0.19","0.24","29820","966083","19740","1184734","40900","1322214","40140","1326723","31100","1394343","29120","32126","37425","40936","42824"
"24500","Great Falls, MT","81822","Great Falls","MT","47.50806","-111.295197","15","0.19","0.11","99993","508070","99992","804514","42660","1112153","99991","1341225","38900","1398318","18188","27646","34946","42957","39230"
"12940","Baton Rouge, LA","808245","Baton Rouge","LA","30.4582829","-91.1403196","10","0.55","0.56","26420","450281","19100","835052","12060","913619","88882","1246419","45300","1266300","14435","22289","26913","40730","36059"
"37860","Pensacola-Ferry Pass-Brent, FL","453203","Pensacola","FL","30.421309","-87.2169149","10","0.64","0.56","12060","622925","45300","786220","26420","930361","33100","1189951","19100","1315132","17202","23340","26986","33565","34790"
"13140","Beaumont-Port Arthur, TX","390524","Beaumont","TX","30.080174","-94.1265562","10","0.51","0.56","26420","136423","19100","521194","88882","932561","12060","1227477","88884","1379225","4659","16030","30954","36285","47500"
"45220","Tallahassee, FL","369749","Tallahassee","FL","30.4382559","-84.2807329","10","0.67","0.56","45300","461740","36740","519695","12060","660975","33100","865471","26420","1254841","14112","13344","15782","24337","36210"
"29180","Lafayette, LA","277304","Lafayette","LA","30.2240897","-92.0198427","10","0.54","0.56","26420","353448","19100","738219","12060","1010452","88882","1149586","45300","1363133","11480","19744","29891","37775","39037"
"25060","Gulfport-Biloxi, MS","253503","Gulfport","MS","30.3674198","-89.0928155","10","0.59","0.56","12060","658818","26420","705082","45300","1011499","19100","1089853","33100","1415230","20345","20796","29491","28958","39716"
"29340","Lake Charles, LA","200826","Lake Charles","LA","30.2265949","-93.2173758","10","0.52","0.56","26420","233650","19100","618421","88882","1029788","12060","1130250","41180","1446297","7653","18955","33948","33234","40454"
"18880","Crestview-Fort Walton Beach-Destin, FL","183493","Crestview","FL","30.7541808","-86.5727995","10","0.65","0.56","45300","701702","12060","707443","26420","1014879","33100","1105433","19100","1399650","21160","16786","29088","31385","36892"
"37700","Pascagoula, MS","162795","Pascagoula","MS","30.3657552","-88.5561272","10","0.6","0.56","12060","592966","26420","770934","45300","945647","19100","1155705","33100","1349378","18839","22622","27986","30784","38210"
"49740","Yuma, AZ","200856","Yuma","AZ","32.6926512","-114.6276916","8","0.09","0.46","41740","283678","31100","478307","40140","570463","38060","573132","41860","1182313","9375","14893","12072","9777","34401"
"20940","El Centro, CA","177045","El Centro","CA","32.792","-115.5630514","8","0.07","0.46","41740","182067","31100","376696","40140","468852","38060","674743","41860","1080702","6227","12126","9305","12732","31634"
"17780","College Station-Bryan, TX","231630","College Station","TX","30.627977","-96.3344068","6","0.46","0.544","26420","155889","19100","301515","41700","473354","88882","952027","88884","1398691","5378","10036","10711","27209","43755"
"99991","Vancouver, Canada","2313328","Vancouver","Canada","49.25","-123.1","5","0.05","0.05","42660","229072","38900","515237","41420","590494","44060","688031","14260","1205823","8791","18251","21062","22875","34897"
"41420","Salem, OR","394862","Salem","OR","44.9428975","-123.0350963","5","0.05","0.17","42660","361422","99991","590494","40900","904740","41860","1050264","41940","1127248","12630","21059","29022","32074","33567"
"21660","Eugene-Springfield, OR","353406","Eugene","OR","44.0520691","-123.0867536","5","0.05","0.2","38900","209628","42660","495793","99991","724865","40900","770369","41860","915893","6330","15712","24140","25489","28541"
"36500","Olympia, WA","256583","Olympia","WA","47.0378741","-122.9006951","5","0.05","0.12","42660","97929","38900","188236","99991","327001","40900","1168233","41860","1313757","3801","6327","12229","37331","40383"
"32780","Medford, OR","204823","Medford","OR","42.3265152","-122.8755949","5","0.05","0.21","41860","648148","42660","763538","31100","1191212","40140","1283368","41740","1385841","19823","24812","36094","38928","42627"
"13380","Bellingham, WA","203658","Bellingham","WA","48.7595529","-122.4882249","5","0.05","0.08","42660","148148","38900","434313","44060","607107","14260","1124899","40900","1414310","5494","14953","19577","31599","45958"
"39820","Redding, CA","177791","Redding","CA","40.5865396","-122.3916754","5","0.05","0.23","41860","407131","31100","950195","42660","1004555","40140","1042351","41740","1144824","11578","27849","32698","30683","34382"
"34580","Mount Vernon-Anacortes, WA","118118","Mount Vernon","WA","48.421216","-122.3340474","5","0.05","0.09","42660","99537","99991","129535","38900","385702","40900","1365699","44700","1443784","3857","5401","13317","44321","46730"
"31020","Longview, WA","102478","Longview","WA","46.1381676","-122.9381672","5","0.05","0.14","42660","207382","99991","436454","40900","1058780","41860","1204304","41940","1281288","7515","15943","34019","37071","38564"
"36740","Orlando-Kissimmee-Sanford, FL","2171346","Orlando","FL","28.5383355","-81.3792365","4","0.764","0.6","45300","143935","33100","521352","12060","839564","16740","1061431","47900","1448171","4741","12153","22106","26664","43220"
"29460","Lakeland-Winter Haven, FL","609509","Lakeland","FL","28.0394654","-81.9498042","4","0.752","0.608","27260","340243","33100","522093","12060","837102","16740","1149873","34980","1247826","10659","13248","23904","29848","36738"
"12700","Barnstable Town, MA","215760","Barnstable Town","MA","41.7","-70.3","3","0.932","0.208","14460","113870","35620","498492","37980","658390","47900","886255","99995","1086262","4605","15363","20646","28014","33416"
"32580","McAllen-Edinburg-Mission, TX","797785","McAllen","TX","26.2034071","-98.2300124","2","0.412","0.636","88882","459965","26420","802309","88884","906629","19100","972328","88885","1326832","8925","18754","26679","27041","39305"
